Aircraft_ICAO24,Callsign,Origin_Country,Time_Position,Longitude,Latitude,Barometric_Altitude,Velocity,Heading,Vertical_Rate,Geometric_Altitude,Squawk_Code
a1a8d7,N206FN,United States,1723570180,-84.14,39.56,701.04,66.93,214.67,0.0,716.28,3574.61
a97c74,N710EC,United States,1723570180,-86.91,28.07,12489.18,232.29,114.46,-0.65,13251.18,3574.61
a7302f,AAL2116,United States,1723569970,-115.3,38.35,10058.4,260.82,98.05,0.33,10568.94,3574.61
c04ae9,CGCJO,Canada,1723570180,-73.36,45.52,335.28,40.85,31.09,-0.33,6547.51,3574.61
a8a027,N655JT,United States,1723570180,-81.74,30.17,22.86,6.69,270.0,-1.95,30.48,3574.61
c04ae6,MAC821,Canada,1723570180,-2.75,35.34,6210.3,211.79,321.01,11.38,6644.64,3574.61
c04ae5,MAC826,Canada,1723570180,-3.78,35.15,8275.32,212.89,213.27,-11.38,8839.2,4070.0
aab0e9,N7882N,United States,1723570180,-106.68,34.67,2529.84,53.29,74.89,-0.65,2621.28,3574.61
ac03ff,SWA3758,United States,1723570180,-103.52,41.07,8823.96,245.8,47.63,5.85,9334.5,3574.61
a9e65a,N737PJ,United States,1723570180,-83.04,35.53,2392.68,53.78,255.03,-0.33,2484.12,3574.61
34620c,VLG69NK,Spain,1723570180,-5.95,41.76,10980.42,224.59,14.32,0.33,11475.72,6245.0
a7e0a5,N6065W,United States,1723570170,-81.32,30.05,914.4,53.66,147.53,0.0,967.74,3574.61
ad7f96,SWA3530,United States,1723570170,-77.67,43.13,6225.54,0.0,239.06,-0.18,6547.51,3574.61
a1de17,N21956,United States,1723570180,-93.74,45.93,2247.9,46.37,146.31,0.65,2339.34,3574.61
34620b,VLG74YC,Spain,1723570180,-6.56,36.37,9448.8,244.37,232.53,0.0,10020.3,437.0
508405,UBG321,Ukraine,1723570180,85.92,22.12,10363.2,255.48,212.25,0.33,11109.96,4716.0
508404,ISR567,Ukraine,1723570180,29.07,35.09,10363.2,228.32,307.31,0.0,11079.48,4153.0
c051d0,TSC821,Canada,1723570180,-73.64,43.33,11269.98,217.83,2.57,0.0,11551.92,1552.0
a0c521,FDL49,United States,1723570180,-73.24,41.2,1036.32,54.93,45.38,1.3,1043.94,1200.0
750403,MXD132,Malaysia,1723570180,77.83,27.6,10058.4,242.29,159.1,0.0,10828.02,3574.61
a7ece3,N61FA,United States,1723570180,-81.44,30.86,3025.14,90.1,177.71,0.33,3192.78,3574.61
347542,ECOBT,Spain,1723570110,-3.77,40.37,723.9,25.21,271.17,-0.98,777.24,3574.61
a85c8d,N638MF,United States,1723570180,-72.78,43.75,1783.08,70.17,26.57,-2.93,1828.8,6613.0
50841c,AIZ335,Ukraine,1723568010,35.49,33.82,10972.8,4.43,144.46,14.31,6202.68,7355.0
a07522,AAL2721,United States,1723570180,-110.96,32.13,807.72,77.12,135.54,-4.23,830.58,3574.61
c1e7db,BLR132,Canada,1723570180,-79.6,43.67,6225.54,4.37,45.0,-0.18,6547.51,3574.61
3c496d,TUI26E,Germany,1723570180,-13.04,37.34,10972.8,220.04,30.64,0.0,11711.94,2263.0
3c496a,TUI1VE,Germany,1723570180,22.7,37.25,10972.8,244.71,330.26,0.0,11666.22,2073.0
a98f6a,JBU1273,United States,1723570180,-75.76,39.86,9829.8,226.41,230.99,7.48,10165.08,1727.0
3c496e,TUI3AX,Germany,1723570180,14.68,44.79,10972.8,221.02,312.45,0.0,11544.3,6532.0
a85052,TKR167,United States,1723570180,-117.5,34.44,2933.7,141.29,338.2,7.48,3086.1,3574.61
346204,IBE30ME,Spain,1723570180,7.22,43.66,30.48,78.94,44.74,0.98,60.96,3574.61
ac537f,ASH6112,United States,1723570180,-87.66,33.32,9753.6,246.46,244.67,0.0,10408.92,3574.61
50840d,FEG2413,Ukraine,1723570180,11.45,46.08,11277.6,236.74,120.13,0.0,11864.34,117.0
a9965a,FB207,United States,1723570180,-120.28,46.5,960.12,66.4,292.79,-0.33,975.36,3574.61
aa60bb,ENY3977,United States,1723570180,-87.63,42.25,2263.14,146.96,218.03,-5.2,2377.44,4154.0
448158,MAIN267,Belgium,1723569890,4.5,50.9,6225.54,5.4,118.12,-0.18,6547.51,3574.61
a3e8d2,N351DC,United States,1723569890,-83.4,42.67,320.04,35.51,268.34,-1.63,342.9,3574.61
a13eaf,N18DS,United States,1723570180,-123.06,48.59,449.58,56.49,322.4,-0.65,464.82,3574.61
a3739b,N321SD,United States,1723570180,-105.15,43.46,13716.0,234.96,300.38,-0.33,14356.08,1577.0
a86322,N64CP,United States,1723570180,-96.63,35.92,2407.92,81.5,226.02,0.0,2552.7,3574.61
406f3b,TOM024,United Kingdom,1723570180,-59.07,13.91,9715.5,247.09,257.01,-12.68,10317.48,3574.61
acf0da,AAL447,United States,1723570180,-73.9,18.92,10058.4,248.32,103.17,0.0,10721.34,3574.61
acf0db,AAL2119,United States,1723570180,-84.09,32.14,8534.4,234.68,349.13,0.0,9105.9,3574.61
407630,EXS17FS,United Kingdom,1723570180,4.63,50.61,10058.4,212.92,156.66,0.0,10523.22,2162.0
a63685,N5PB,United States,1723570180,-72.14,42.28,1051.56,60.51,275.86,0.33,1066.8,3574.61
407631,EXS72B,United Kingdom,1723570180,1.25,46.53,11887.2,215.81,169.15,0.33,12382.5,2247.0
c05de2,CGJOJ,Canada,1723569890,-80.28,44.52,822.96,66.08,114.37,0.0,861.06,3574.61
a18e86,N2NJ,United States,1723570030,-74.27,39.91,152.4,33.15,221.86,0.98,198.12,3574.61
a2f200,UAL1116,United States,1723570180,-122.11,37.53,1082.04,98.11,291.86,-5.53,1104.9,3574.61
a44521,UAL2726,United States,1723570150,-114.47,38.26,10972.8,218.93,277.43,0.0,11567.16,3574.61
34750f,AEA7506,Spain,1723570180,2.15,39.88,6263.64,196.23,329.6,13.0,6598.92,274.0
a385c8,DAL2895,United States,1723570180,-78.68,41.6,9456.42,250.44,98.86,-0.33,9745.98,2606.0
780da8,CSN435,China,1723570180,-90.41,42.75,8092.44,264.36,115.97,-4.88,8458.2,3574.61
76cdb0,SIA52,Singapore,1723570180,-89.45,37.71,10325.1,251.83,211.81,-16.91,10927.08,6346.0
34750b,AEA99JD,Spain,1723570180,-3.69,40.26,6713.22,199.92,183.25,13.98,7048.5,3574.61
34750a,AEA57MC,Spain,1723570180,0.53,39.53,6789.42,196.65,272.1,-6.5,7178.04,6340.0
34750d,AEA53UP,Spain,1723570180,-6.22,39.62,9448.8,228.63,240.03,0.0,9928.86,2672.0
394a00,AFR20M,France,1723570180,-116.66,34.58,8397.24,239.22,215.19,-11.7,8907.78,3574.61
76cdb5,SIA309,Singapore,1723570180,78.47,29.16,12496.8,252.72,132.36,0.0,13380.72,3574.61
c064d8,ACA302,Canada,1723569950,-95.55,48.79,11277.6,267.02,95.08,0.0,11666.22,3574.61
76cdb2,SIA366,Singapore,1723570180,103.98,1.35,6225.54,0.0,300.94,-0.18,6547.51,3574.61
a31216,UAL2128,United States,1723570180,-95.82,30.86,8374.38,232.94,335.19,8.13,8938.26,2702.0
76cdb3,XSM92,Singapore,1723570060,74.37,27.53,11887.2,255.6,116.67,0.0,6547.51,3574.61
a2fe2d,XSM92,United States,1723570180,-118.29,34.18,7620.0,153.92,153.61,0.0,8061.96,3574.61
a9e614,N737LP,United States,1723570180,-118.13,34.15,2590.8,49.05,279.66,0.0,2697.48,3574.61
a1cb36,N2143Y,United States,1723570160,-53.98,38.68,6225.54,26.42,83.29,-7.8,6547.51,3574.61
76cdb9,SIA352,Singapore,1723570110,100.38,10.15,10972.8,267.25,329.58,0.0,11704.32,3574.61
394a02,AFR84J,France,1723570180,-120.14,47.3,11277.6,253.98,195.39,0.0,11597.64,3574.61
a0757f,DAL2412,United States,1723570180,-83.14,28.34,4480.56,193.47,156.16,-15.61,4785.36,1754.0
a670a3,DAL189,United States,1723570180,-108.59,52.36,10972.8,247.67,307.49,0.0,11247.12,3574.61
a05b78,DAL2335,United States,1723570180,-79.79,27.8,9083.04,241.28,179.76,-10.73,9700.26,3574.61
a1f884,ENY3530,United States,1723570180,-80.16,25.76,1196.34,137.15,135.76,13.66,1295.4,3574.61
a252a7,ENY3888,United States,1723570180,-94.86,32.94,9456.42,228.78,83.67,-0.65,10096.5,3574.61
394a05,AFR662,France,1723570160,48.21,27.48,10668.0,251.82,104.92,0.0,11498.58,3574.61
3e0174,CHX41,Germany,1723569930,8.9,49.06,419.1,30.42,341.26,-2.28,449.58,20.0
a37ed3,SKW3727,United States,1723570180,-112.8,41.4,7056.12,193.9,314.25,6.5,7376.16,3574.61
76cdad,SIA303,Singapore,1723570180,75.09,31.22,11277.6,268.6,106.35,0.0,12108.18,3574.61
a06e9a,N127KF,United States,1723570180,-99.79,44.32,1348.74,116.8,279.38,-6.5,1394.46,3574.61
4ca570,RYR50VT,Ireland,1723570180,-3.51,53.66,10264.14,218.07,275.41,-16.26,10584.18,6275.0
acf0d8,ASA24,United States,1723570180,-108.66,37.67,10668.0,252.85,54.27,0.0,11292.84,3574.61
a80cc4,N618DC,United States,1723570100,-83.97,42.61,426.72,34.2,43.78,-1.95,579.12,3574.61
aa1350,N7485G,United States,1723570180,-96.56,32.63,815.34,61.08,32.62,-1.3,861.06,3574.61
a706f4,N552BB,United States,1723570180,-116.6,33.57,3261.36,95.18,89.38,2.6,3421.38,3574.61
a9a9f2,N7212S,United States,1723570180,-88.02,38.77,8534.4,130.33,340.64,0.0,8991.6,3574.61
ab8e10,N8435L,United States,1723570180,-123.05,44.55,1280.16,54.32,28.26,0.33,1310.64,3574.61
aa6cf1,N771CA,United States,1723570180,-81.51,28.69,533.4,40.09,261.14,-2.28,563.88,3574.61
a3c37e,N34108,United States,1723569900,-75.96,40.37,6225.54,3.09,236.25,-0.18,6547.51,6220.0
a9e625,N737MF,United States,1723570150,-121.47,38.52,289.56,41.43,24.97,-5.2,281.94,3574.61
a550e5,N4411X,United States,1723570180,-117.76,34.11,579.12,48.36,89.39,-5.53,571.5,3574.61
a7eca8,N61CS,United States,1723570100,-96.87,32.86,190.5,59.0,137.83,-2.28,198.12,3574.61
4ca566,RYR6525,Ireland,1723570180,5.51,44.68,11277.6,222.78,145.06,-0.33,11795.76,5245.0
a6d3b3,AAL1120,United States,1723570180,-92.16,32.62,10363.2,243.75,262.72,0.33,11056.62,7133.0
a670b4,CXK519,United States,1723570180,-96.86,35.42,2110.74,62.77,90.94,0.33,2225.04,3574.61
ac407d,AAL2602,United States,1723570180,-102.66,32.01,11277.6,225.63,82.66,0.0,12001.5,3574.61
4afb7f,TR 4,Sweden,1723569950,17.95,59.66,6225.54,6.94,168.75,-0.18,6547.51,3574.61
a706ea,ASA302,United States,1723570180,-87.88,43.04,670.56,88.58,205.82,-5.85,716.28,3574.61
a1e540,N221FL,United States,1723570180,-74.29,40.2,1127.76,69.96,115.25,0.65,1143.0,3574.61
4ca569,RYR2NN,Ireland,1723569960,12.31,57.7,297.18,74.54,206.21,-3.9,365.76,1052.0
76cdba,SIA332,Singapore,1723570180,16.03,47.95,12192.0,240.83,291.69,0.0,12763.5,3203.0
c05dd8,JZA719,Canada,1723570180,-90.5,44.93,9144.0,201.06,276.91,-0.33,9494.52,566.0
347501,IBS3848,Spain,1723570180,-9.38,37.62,10668.0,253.58,225.9,0.33,11338.56,3740.0
ad10ec,AAL1877,United States,1723570180,-71.52,41.37,1653.54,134.5,10.58,-6.18,1684.02,1424.0
4ca568,RYR2LT,Ireland,1723570180,4.12,53.94,11582.4,209.89,225.1,0.33,12009.12,3521.0
acf0e0,DAL2681,United States,1723570180,-85.82,35.05,8839.2,259.44,141.93,-0.33,9410.7,3574.61
0a806f,BHS203,Bahamas,1723569970,-80.19,26.08,144.78,75.11,90.39,-5.85,182.88,3574.61
aa265e,NDU753,United States,1723570180,-111.54,33.2,1470.66,42.15,160.02,1.3,1531.62,3574.61
a278f5,N452F,United States,1723570180,-76.63,39.29,350.52,22.47,344.05,2.6,365.76,3574.61
a1a8da,AVA143,United States,1723570030,-74.17,4.71,2461.26,81.18,127.02,-3.25,2628.9,3574.61
a946b3,N697WH,United States,1723570180,-83.48,41.87,426.72,68.03,44.69,-2.6,472.44,3574.61
a24ba7,SKW3803,United States,1723570180,-86.25,42.5,10972.8,185.29,293.22,0.33,11384.28,2434.0
ac181d,DAL2927,United States,1723570180,-93.69,44.67,5532.12,207.93,231.43,15.28,5768.34,3574.61
a3b05d,FFT3871,United States,1723570180,-112.43,35.73,8854.44,238.76,183.95,-3.9,9395.46,3574.61
a5fc87,EDV5186,United States,1723570130,-73.86,40.77,6225.54,0.06,292.5,-0.18,6547.51,7070.0
c051c6,TSC845,Canada,1723570180,-75.73,37.79,10675.62,242.98,27.49,-0.33,11087.1,6045.0
a385b0,N326MC,United States,1723570180,-81.76,29.04,1485.9,65.61,155.44,0.0,1569.72,3574.61
a025ec,N1088R,United States,1723570180,-122.96,45.54,6225.54,0.0,174.38,-0.18,6547.51,3574.61
a6c0b8,EJA534,United States,1723570180,-74.2,41.13,891.54,137.76,119.53,0.0,891.54,3574.61
a9a9b4,N72100,United States,1723570180,-89.11,36.24,2682.24,80.02,30.52,0.0,2834.64,3574.61
a7f3ab,NKS863,United States,1723570180,-82.54,32.31,11582.4,244.13,172.98,-0.33,12329.16,3574.61
407607,BHL48L,United Kingdom,1723570180,-0.74,57.06,708.66,64.37,280.59,0.0,693.42,3574.61
a5b3df,N467CS,United States,1723570110,-111.3,32.52,1158.24,73.32,310.73,-10.08,1143.0,3574.61
aa73c3,SWA1352,United States,1723570180,-88.58,36.44,12031.98,229.94,218.46,-4.88,12717.78,3574.61
a37ec8,AAL2285,United States,1723570100,-111.91,40.85,1615.44,59.72,72.97,4.88,1645.92,3574.61
a37ec4,AAL2285,United States,1723570180,-115.89,35.0,8945.88,229.92,252.82,-4.88,9486.9,3574.61
a37eb0,AAL2590,United States,1723570180,-99.65,39.99,11277.6,255.38,84.34,0.0,11963.4,3574.61
49d570,DFC5MZ,Czech Republic,1723570160,29.81,43.12,12496.8,253.28,122.98,0.0,13121.64,3046.0
a85c3d,N638JA,United States,1723570180,-82.85,28.06,1181.1,55.9,6.34,-0.65,1257.3,3574.61
ad1e05,SWA4619,United States,1723570180,-122.21,37.7,6225.54,2.57,244.69,-0.18,6547.51,3574.61
a7566a,LXJ572,United States,1723570180,-95.88,41.32,13708.38,213.98,266.14,0.0,14356.08,362.0
a97c18,ASA326,United States,1723570180,-115.93,46.99,10058.4,241.85,96.6,0.0,10370.82,3574.61
ac182b,BGR42,United States,1723570180,-115.9,48.03,3810.0,121.13,335.94,0.33,3924.3,3574.61
ab7b02,AAL1527,United States,1723570180,-80.01,25.7,2667.0,147.11,109.83,14.31,2811.78,3574.61
a07579,DAL460,United States,1723570180,-84.44,33.64,6225.54,0.0,202.5,-0.18,6547.51,3574.61
a06e7b,N127J,United States,1723570180,-84.6,32.52,2247.9,94.67,144.06,0.0,2377.44,3574.61
a132b3,CXK601,United States,1723569880,-112.3,33.53,320.04,21.86,206.57,-0.33,297.18,3574.61
a7fff9,N6140G,United States,1723570110,-76.46,39.94,769.62,38.24,280.86,0.33,777.24,1200.0
aa1f5a,SKW4920,United States,1723570180,-111.85,33.58,2621.28,152.64,352.25,13.0,2766.06,3574.61
a33843,JBU1039,United States,1723570180,-96.85,31.97,9326.88,238.74,202.42,-8.78,9966.96,1666.0
a4a879,N4FN,United States,1723570180,-71.33,42.06,586.74,72.8,237.99,3.9,586.74,3574.61
ab8ca5,SCX8279,United States,1723570180,-102.67,32.73,11277.6,223.6,119.04,0.0,12001.5,3574.61
a55220,AWI6167,United States,1723570180,-88.29,40.24,3596.64,166.67,329.79,0.65,3749.04,3574.61
a44565,UAL1119,United States,1723570180,-96.59,32.92,11277.6,225.05,145.15,0.0,12009.12,3574.61
c0171a,ACA5,Canada,1723570180,-74.73,48.11,9448.8,241.96,336.71,0.0,9692.64,3574.61
a515e2,ASI485,United States,1723570180,-111.77,33.28,662.94,43.95,20.56,-1.95,662.94,3574.61
aae9e5,GLF50,United States,1723570010,-79.01,31.42,14020.8,229.38,18.43,0.0,14714.22,3574.61
a5ae2f,SWA4262,United States,1723570180,-83.03,35.9,8534.4,209.9,270.42,0.0,9029.7,5605.0
ac7940,N9022H,United States,1723570180,-104.69,40.43,3131.82,72.36,305.16,0.0,3268.98,3574.61
a372e0,ENY3436,United States,1723570180,-92.26,34.2,9144.0,231.61,271.78,0.0,9753.6,3102.0
a6ce36,ASA224,United States,1723570180,-111.87,39.66,10363.2,217.18,251.78,-0.33,10911.84,3574.61
5082ef,MGH205,Ukraine,1723570160,-53.98,38.68,6225.54,0.06,95.62,-0.18,6547.51,3574.61
780e69,N394MA,China,1723570110,115.97,22.99,8412.48,240.83,221.8,0.0,9029.7,3574.61
a492b9,N394MA,United States,1723570160,-83.71,34.33,899.16,71.3,45.0,0.65,944.88,3574.61
a42b45,DAL2333,United States,1723570180,-82.46,41.22,8831.58,205.0,333.95,-5.2,9159.24,2677.0
48b2d1,LPR41,Poland,1723570120,20.98,52.15,121.92,66.31,331.25,-3.25,175.26,3711.0
acaf0b,EDV5089,United States,1723570180,-74.45,39.81,7277.1,204.92,223.07,8.78,7543.8,2104.0
a385ee,EDV5302,United States,1723569960,-84.43,33.64,6225.54,0.0,253.12,-0.18,6547.51,4003.0
750493,EJA552,Malaysia,1723570160,-53.98,38.68,6225.54,234.89,184.77,0.33,6547.51,3574.61
a70848,EJA552,United States,1723570180,-114.72,45.26,13106.4,208.29,298.15,0.33,13578.84,3574.61
8940a1,GFA150,Bahrain,1723569960,86.16,18.83,12489.18,238.82,108.59,0.0,13319.76,4453.0
ac29f4,LTA883,United States,1723570180,-86.47,39.69,1005.84,67.44,177.81,0.33,1074.42,3574.61
a55e76,ASI687,United States,1723570180,-112.08,33.71,762.0,52.5,268.32,-1.3,769.62,3574.61
5082e6,FOE686,Ukraine,1723570130,26.76,47.31,10279.38,251.24,100.62,-11.7,10767.06,3574.61
a5521c,ASA23,United States,1723570180,-83.86,44.07,10058.4,238.86,285.23,5.2,10355.58,3353.0
48c5ed,SRN493,Poland,1723570180,16.55,67.74,7315.2,118.67,190.24,0.0,7536.18,3574.61
aba951,N850WE,United States,1723570180,-78.17,37.96,7322.82,145.97,201.5,-7.8,7620.0,7051.0
a43e5e,UAL1671,United States,1723570140,-102.18,40.98,8763.0,209.68,246.58,-5.2,9296.4,5704.0
49d57d,OKTTG,Czech Republic,1723570120,17.24,49.08,655.32,65.02,105.14,-1.3,708.66,3574.61
a37eff,DAL1375,United States,1723570180,-82.25,37.18,10965.18,243.45,205.54,0.0,11529.06,1461.0
a31e85,N30RW,United States,1723570180,-89.51,41.43,2682.24,98.71,115.63,-0.65,2796.54,3574.61
3d4365,N330RF,Germany,1723570180,-105.17,40.25,2141.22,26.87,5.49,65.67,2171.7,3574.61
0d06a7,SLI430,Mexico,1723570180,-89.46,30.23,11887.2,229.01,55.99,0.0,12656.82,3574.61
899018,CAL062,Taiwan,1723570180,78.7,29.07,10668.0,250.98,123.89,0.0,11452.86,3574.61
aa8859,SKW3653,United States,1723570180,-89.05,43.19,2712.72,145.11,308.09,-8.78,2819.4,4150.0
a18284,N3796G,United States,1723570160,-97.66,48.0,9806.94,216.01,277.8,5.85,10180.32,3574.61
a4586b,N3796G,United States,1723570180,-122.03,38.87,1965.96,86.79,8.18,-0.98,2019.3,3574.61
a6985d,LXJ524,United States,1723570180,-103.55,40.35,13106.4,221.74,276.8,0.0,13799.82,3574.61
a1cb5c,N21441,United States,1723569870,-80.7,27.48,586.74,46.78,8.22,-0.33,632.46,3574.61
ab8cc1,UAL1634,United States,1723570180,-89.29,41.09,6454.14,207.03,11.76,-5.2,6751.32,2063.0
aacfe9,SKW5508,United States,1723570180,-93.59,35.0,8023.86,236.25,105.28,-11.05,8549.64,3574.61
abf6a4,SKW9918,United States,1723570180,-98.96,33.44,9433.56,242.11,293.68,6.83,10081.26,3574.61
ac4c21,SWA269,United States,1723570180,-77.51,38.71,7010.4,199.17,197.12,0.0,7284.72,551.0
a43e60,UAL2277,United States,1723570180,-80.61,34.91,10972.8,244.04,211.38,0.0,11612.88,5516.0
aa883e,ENY3301,United States,1723570180,-88.34,41.94,1478.28,116.83,68.29,3.25,1569.72,5724.0
780233,CPA099,China,1723570150,-167.1,60.24,11582.4,242.56,256.26,0.0,11673.84,3574.61
a6ce3f,N538BA,United States,1723570120,-96.83,33.3,525.78,36.53,180.81,-4.23,548.64,3574.61
ac0fdc,SWA811,United States,1723570010,-70.59,20.03,10668.0,243.15,127.69,0.0,11361.42,3574.61
ab93b4,N845PC,United States,1723570180,-94.32,32.36,2545.08,56.14,206.1,0.33,2705.1,3574.61
3de0be,DHFJA,Germany,1723570180,12.13,54.02,274.32,59.04,247.46,0.0,312.42,3574.61
394a0f,AFR652,France,1723570180,13.55,41.58,9448.8,255.91,129.29,0.0,10005.06,7607.0
c0173a,ACA10,Canada,1723570180,-110.54,53.14,10668.0,258.13,112.37,0.0,10927.08,3416.0
4ca56d,N8632H,Ireland,1723570180,-7.48,34.34,11582.4,223.36,44.44,0.0,12275.82,3574.61
abdca2,N8632H,United States,1723569790,-103.5,37.51,2842.26,73.51,147.87,-0.98,3002.28,3574.61
aba961,N850WW,United States,1723570030,-107.9,37.96,6225.54,3.09,5.62,-0.18,6547.51,3574.61
75044c,MAS2D,Malaysia,1723570180,2.83,49.66,12192.0,254.97,309.76,0.0,12656.82,7530.0
ac5310,ASH6207,United States,1723570180,-80.71,41.41,6911.34,203.11,291.24,-9.1,7170.42,1306.0
a4dbe3,RTY412,United States,1723570180,-104.72,40.4,1988.82,48.55,229.73,1.3,2057.4,3574.61
a05b7e,DAL1333,United States,1723570180,-82.72,41.48,11277.6,255.91,76.16,-0.33,11666.22,1132.0
0d06b8,XALAG,Mexico,1723570180,-99.17,28.08,7315.2,133.84,33.08,0.0,7780.02,3574.61
acc954,PDT5919,United States,1723570040,-87.9,41.97,6225.54,4.37,22.5,-0.18,6547.51,3574.61
75044a,MAS4,Malaysia,1723570180,6.67,47.61,12192.0,246.96,287.83,0.0,12748.26,2153.0
4074b2,EZY76WZ,United Kingdom,1723570180,5.82,46.33,3444.24,189.06,326.66,4.55,3665.22,3574.61
4ca56b,RYR55CC,Ireland,1723570180,-3.7,42.63,11582.4,238.2,0.49,0.0,12092.94,6473.0
a29b62,N2670M,United States,1723570180,-70.32,43.54,1524.0,82.2,39.67,0.33,1531.62,3574.61
4ca56a,RYR45DC,Ireland,1723569960,-3.57,40.46,6225.54,0.45,275.62,-0.18,6547.51,4006.0
ac7968,AAL2786,United States,1723570180,-78.43,39.15,9136.38,225.25,242.67,0.0,9471.66,3307.0
a2aef2,N272LP,United States,1723570180,-74.44,41.12,792.48,28.34,344.2,0.33,822.96,1200.0
4074b6,EZY2063,United Kingdom,1723570180,-2.28,53.35,6225.54,0.0,202.5,-0.18,6547.51,3574.61
ae093a,WING47,United States,1723570180,-82.27,28.41,2712.72,137.71,263.57,0.0,2880.36,3574.61
c01755,ACA9,Canada,1723570180,-79.61,43.68,6225.54,0.0,225.0,-0.18,6547.51,6324.0
c01754,ACA189,Canada,1723570180,-122.17,49.47,5699.76,199.59,238.28,-8.78,5882.64,3574.61
a0ab4f,N142NE,United States,1723570050,-70.58,41.46,68.58,13.23,76.5,-1.3,53.34,3574.61
750459,AXM26,Malaysia,1723570180,79.43,10.75,5676.9,184.83,92.23,10.4,5905.5,3574.61
abefba,SWA353,United States,1723569960,-104.86,31.5,7940.04,228.38,276.6,-10.4,8458.2,3574.61
a4eefa,CNS1010,United States,1723570180,-115.99,47.61,5212.08,106.01,271.39,-3.9,5394.96,3574.61
acc955,CNS1010,United States,1723570180,-113.52,41.86,6096.0,133.53,310.63,-0.33,6377.94,3574.61
a622bc,ASA398,United States,1723570120,-122.31,47.46,6225.54,1.54,354.38,-0.18,6547.51,3574.61
a74ecc,DAL195,United States,1723570180,-67.08,41.77,12192.0,220.05,259.08,-0.33,12504.42,3574.61
ab2c3a,EJA819,United States,1723570180,-78.63,35.26,3208.02,175.16,35.56,-5.85,3329.94,1122.0
a1d227,N2160C,United States,1723570160,-53.98,38.68,6225.54,52.06,198.43,3.58,6547.51,3574.61
750470,AXM33,Malaysia,1723570180,78.54,10.8,10363.2,253.66,283.73,0.0,11010.9,3574.61
ad2fcd,NKS2524,United States,1723570180,-108.59,37.88,11269.98,243.96,74.97,-0.65,11932.92,3574.61
a8a083,NKS1829,United States,1723570180,-91.82,32.55,10965.18,239.18,260.09,0.0,11727.18,3573.0
a5523e,N442CA,United States,1723570180,-96.76,32.42,807.72,57.44,353.83,-1.63,853.44,3574.61
aba971,N850XM,United States,1723570180,-76.88,36.0,12496.8,219.86,24.47,-0.33,13083.54,7025.0
aa25a6,SKW5013,United States,1723570180,-104.51,34.69,11277.6,236.83,81.25,0.65,11978.64,3574.61
abdcb7,ASH6084,United States,1723570180,-75.05,39.91,10058.4,246.81,48.8,0.33,10386.06,6576.0
a69894,JBU144,United States,1723570180,-76.45,38.97,8229.6,210.41,47.18,0.0,8534.4,2101.0
3ff964,DMAFY,Germany,1723570180,8.5,53.06,358.14,47.67,276.82,-0.33,6547.51,3574.61
ac0ff9,SWA1994,United States,1723570180,-111.86,34.41,10972.8,230.3,279.9,0.0,11635.74,3574.61
4ca585,EIHUM,Ireland,1723569930,-8.5,51.86,579.12,64.47,4.12,0.65,579.12,2634.0
a1f891,N226PA,United States,1723570180,-78.41,35.95,381.0,59.87,40.12,-0.65,396.24,3574.61
a768ee,N577FG,United States,1723570180,-76.01,40.18,1021.08,46.55,249.96,0.0,1059.18,3574.61
a5fbc2,N485G,United States,1723570170,-76.08,37.11,883.92,60.23,88.04,0.65,914.4,3574.61
a9704d,DAL640,United States,1723570180,-93.14,35.41,10668.0,258.06,97.79,0.0,11369.04,3574.61
4a5d2e,HYS244,Romania,1723570180,13.13,51.12,11277.6,247.33,117.1,0.0,11795.76,515.0
ac4c44,SWA609,United States,1723570180,-106.61,35.05,6225.54,0.0,208.12,-0.18,6547.51,3574.61
a528d6,SWA24,United States,1723570180,-95.37,30.1,5326.38,201.23,1.61,12.35,5676.9,3574.61
ab599b,DAL263,United States,1723570180,-73.76,40.3,586.74,134.13,29.91,0.0,601.98,2552.0
a98397,N712BC,United States,1723570180,-87.52,42.22,1158.24,79.9,298.88,0.0,1211.58,4172.0
78157d,CHH472,China,1723570180,89.91,22.49,11269.98,231.69,97.01,0.0,12070.08,3344.0
ae56c6,G20606,United States,1723570150,-84.13,34.59,617.22,21.98,212.57,-0.33,655.32,3574.61
781591,CHH754,China,1723570180,85.08,56.88,11277.6,261.25,143.65,0.0,11544.3,3574.61
ad7f3a,SKW5836,United States,1723570040,-84.25,35.7,1173.48,90.44,233.33,0.0,1242.06,3574.61
a2f270,OXF4461,United States,1723570180,-111.7,33.45,716.28,53.82,301.72,-2.6,701.04,3574.61
c04b8e,CGCPX,Canada,1723570180,-89.32,48.37,6225.54,5.14,312.19,-0.18,6547.51,3574.61
a44596,N3744L,United States,1723570180,-97.55,32.95,701.04,44.31,195.49,-0.98,716.28,3574.61
a06db4,AAL2473,United States,1723569950,-107.64,40.75,10363.2,244.52,313.64,0.0,10942.32,3574.61
ab80b2,JRE840,United States,1723570130,-100.86,38.52,12496.8,198.41,114.84,0.0,13213.08,3574.61
a55e36,N445LM,United States,1723570180,-90.03,38.9,381.0,38.56,211.36,-2.28,320.04,3574.61
3c83e5,TXLU07,Germany,1723570160,-53.98,38.68,6225.54,152.15,0.0,-0.18,6547.51,3574.61
3c70b5,BCS939,Germany,1723570180,-6.91,34.57,8823.96,221.9,23.36,4.55,9387.84,3574.61
